College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Meenakshi Sundararajan Engineering College - [MSEC], Chennai","6.5/10","Chennai, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 4 reviews"
"Mepco Schlenk Engineering College, Villupuram","6.5/10","Villupuram, Tamil Nadu","NBA, NAAC-A","₹45 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 9 reviews"
"NSS College of Engineering - [NSSCE], Palakkad","6.5/10","Palakkad, Kerala","AICTE","₹7.99 K / yr BE/B.Tech - avg fe...",,"4 / 5 16 reviews"
"National Power Training Institute - [NPTI], Durgapur","6.5/10","Durgapur, West Bengal","AICTE","₹49.2 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 6 reviews"
"RMK Engineering College - [RMKEC], Thiruvallur","6.5/10","Thiruvallur, Tamil Nadu","AICTE, NBA","₹30 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 20 reviews"
"RVR and JC College of Engineering, Guntur","6.5/10","Guntur, Andhra Pradesh","AICTE","₹1.08 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 34 reviews"
"Rewa Engineering College - [REC], Rewa","6.5/10","Rewa, Madhya Pradesh","AICTE","₹22.3 K / yr BE/B.Tech - avg fe...",,""
"Rustamji Institute of Technology - [RJIT], Gwalior","6.5/10","Gwalior, Madhya Pradesh","AICTE","₹55.9 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 14 reviews"
"Sagi Ramakrishnam Raju Engineering College - [SRKR ], Bhimavaram","6.5/10","Bhimavaram, Andhra Pradesh","AICTE, UGC","₹66.4 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 23 reviews"
"Sahakar Maharashi Shankarrao Mohite - Patil Institute of Technology and Research - [SMSMPITR], Solapur","6.5/10","Solapur, Maharashtra","AICTE","₹51 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 1 reviews"
"Samrat Ashok Technological Institute - [S.A.T.I], Vidisha","6.5/10","Vidisha, Madhya Pradesh","AICTE","₹74.5 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 27 reviews"
"Sardar Patel College of Engineering - [SPCE], Mumbai","6.5/10","Mumbai, Maharashtra","AICTE, UGC, NBA","₹44.6 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 14 reviews"
"Shri Shankaracharya Engineering College - [SSEC], Durg","6.5/10","Durg, Chhattisgarh","AICTE","₹68.2 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 11 reviews"
"Shri Vaishnav Institute of Technology & Science - [SVITS], Indore","6.5/10","Indore, Madhya Pradesh","AICTE","₹65.4 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 26 reviews"
"Sree Vidyanikethan Engineering College - [SVEC], Tirupati","6.5/10","Tirupati, Andhra Pradesh","AICTE, UGC, NAAC-A","₹90 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 33 reviews"
"Sri Jayachamarajendra College of Engineering - [SJCE], Mysore","6.5/10","Mysore, Karnataka","AICTE, NBA","₹1.19 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 51 reviews"
"Sri Krishna College of Engineering and Technology - [SKCET], Coimbatore","6.5/10","Coimbatore, Tamil Nadu","AICTE, NAAC, UGC, NBA, MHRD","₹54 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 15 reviews"
"Sri Venkateswara College of Engineering - [SVCE], Tirupati","6.5/10","Tirupati, Andhra Pradesh","AICTE","₹48.3 K / yr BE/B.Tech - avg fe...",,"4 / 5 13 reviews"
"St. Joseph's College of Engineering - [SJCOE], Chennai","6.5/10","Chennai, Tamil Nadu","NBA","₹45 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 7 reviews"
"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT], Jaipur","6.5/10","Jaipur, Rajasthan","AICTE, NBA","₹81.5 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 50 reviews"
"Swami Parmanand Engineering College - [SPEC], Mohali","6.5/10","Mohali, Punjab","AICTE","₹24.5 K / yr BE/B.Tech - avg fe...",,
"Walchand College of Engineering - [WCE], Sangli","6.5/10","Sangli, Maharashtra","AICTE, NBA","₹77.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 16 reviews"
"Vivekanand Education Society Institute of Technology [VESIT], Mumbai","6.5/10","Mumbai, Maharashtra","AICTE","₹1 L / yr BE/B.Tech - avg fe...",,"4 / 5 40 reviews"
"Sreenidhi Institute of Science and Technology - [SNIST], Hyderabad","6.5/10","Hyderabad, Telangana","AICTE, UGC, NBA, NAAC-A","₹76 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 34 reviews"
"Vaish College of Engineering, Rohtak","6.5/10","Rohtak, Haryana","AICTE","₹75.7 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 20 reviews"
"JNTUA College of Engineering - [JNTUCEP], Kadapa","6.5/10","Kadapa, Andhra Pradesh","AICTE","₹10 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 8 reviews"
"Panimalar Engineering College, Chennai","6.5/10","Chennai, Tamil Nadu","AICTE, UGC, NBA","₹40 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 15 reviews"
"Ujjain Engineering College - [UEC], Ujjain","6.5/10","Ujjain, Madhya Pradesh","AICTE","₹23.4 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 10 reviews"
"University College of Technology, Osmania University, Hyderabad","6.5/10","Hyderabad, Telangana","AICTE, NAAC","₹60 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 5 reviews"
"Vasavi College of Engineering - [VCE], Hyderabad","6.5/10","Hyderabad, Telangana","AICTE","₹1.6 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 40 reviews"
"Andhra University - [AU], Visakhapatnam","6.5/10","Visakhapatnam, Andhra Pradesh","AICTE, UGC, NAAC-A","₹30.2 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 34 reviews"
"K L University - [KLU], Guntur","6.5/10","Guntur, Andhra Pradesh","AICTE, UGC, NAAC-A","₹1.65 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 73 reviews"
"Deenbandhu Chhotu Ram University of Science and Technology - [DCRUST], Sonepat","6.5/10","Sonepat, Haryana","AICTE, NAAC-A","₹47.6 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 22 reviews"
"Guru Nanak Dev University - [GNDU], Amritsar","6.5/10","Amritsar, Punjab","UGC, NAAC-A","₹84.6 K / yr BE/B.Tech - avg fe...",,"4 / 5 40 reviews"
"Rajasthan Technical University - [RTU], Kota","6.5/10","Kota, Rajasthan","AICTE, UGC","₹36.3 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 23 reviews"
"Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College, Chennai","6.5/10","Chennai, Tamil Nadu","AICTE","₹41.3 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 13 reviews"
"Indira Gandhi Engineering College - [IGEC], Sagar","6.5/10","Sagar, Madhya Pradesh","AICTE","₹26 K / yr BE/B.Tech - avg fe...",,""
"Government College of Engineering - [GCE], Chennai","6.5/10","Chennai, Tamil Nadu","AICTE","₹18 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 5 reviews"
"Barkatullah University Institute of Technology - [BUIT], Bhopal","6.5/10","Bhopal, Madhya Pradesh","AICTE","₹43.7 K / yr BE/B.Tech - avg fe...",,""
"Velagapudi Ramakrishna Siddhartha Engineering College - [VRSEC], Vijayawada","6.5/10","Vijayawada, Andhra Pradesh","AICTE, NBA, NAAC-A","₹78.5 K / yr BE/B.Tech - avg fe...",,"4 / 5 42 reviews"
"Medi-Caps Institute Of Science & Technology- [MIST], Indore","6.5/10","Indore, Madhya Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 17 reviews"
"CSIR - Central ElectroChemical Research Institute - [CSIR-CECRI], Sivaganga","6.5/10","Sivaganga, Tamil Nadu","","₹15 K / yr BE/B.Tech - avg fe...",,
"University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya - [UIT- RGPV], Bhopal","6.5/10","Bhopal, Madhya Pradesh","AICTE","₹22.8 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 30 reviews"
"Alagappa College of Technology, Anna University - [ACT], Chennai","6.5/10","Chennai, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 2 reviews"
"Andhra University College of Engineering for Women - [AUCEW], Visakhapatnam","6.5/10","Visakhapatnam, Andhra Pradesh","AICTE","₹30.2 K / yr BE/B.Tech - avg fe...",,""
"Dayalbagh Educational Institute Faculty of Engineering, Agra","6.5/10","Agra, Uttar Pradesh","AICTE, UGC","₹13.2 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 9 reviews"
"Lakshmi Narain College of Technology - [LNCT], Bhopal","6.5/10","Bhopal, Madhya Pradesh","AICTE, NBA","₹78 K / yr BE/B.Tech - avg fe...",,""
"Maturi Venkata Subba Rao Engineering College - [MVSREC], Hyderabad","6.5/10","Hyderabad, Telangana","AICTE","₹95 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 33 reviews"
"Dr Bhimrao Ambedkar Engineering College of Information Technology, Jhansi","6.5/10","Jhansi, Uttar Pradesh","AICTE","₹62.9 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College - [GEC], Raipur","6.5/10","Raipur, Chhattisgarh","AICTE","₹24.7 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College - [GECK], Kozhikode","6.5/10","Kozhikode, Kerala","AICTE","₹12 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 12 reviews"
"Thakur College of Engineering and Technology - [TCET], Mumbai","6.5/10","Mumbai, Maharashtra","AICTE, NBA","₹1.31 L / yr BE/B.Tech - avg fe...",,"4 / 5 28 reviews"
"Institute of Engineering and Management Group - [IEM], Kolkata","6.5/10","Kolkata, West Bengal","AICTE, NBA, NAAC-A","₹82.7 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 38 reviews"
"Madras Institute of Technology, Anna University - [MIT], Chennai","6.5/10","Chennai, Tamil Nadu","AICTE","₹50.8 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 22 reviews"
"Shri Govindram Seksaria Institute of Technology and Science- [SGSITS], Indore","6.5/10","Indore, Madhya Pradesh","AICTE","₹22.3 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 59 reviews"
"Amrita School of Engineering - [ASE], Coimbatore","6.5/10","Coimbatore, Tamil Nadu","AICTE, NAAC-A","₹3 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 28 reviews"
"College of Engineering, Anna University - [CEG], Chennai","6.4/10","Chennai, Tamil Nadu","AICTE, NAAC-A","₹36.3 K / yr BE/B.Tech - avg fe...",,"4 / 5 31 reviews"
"Aligarh Muslim University - [AMU], Aligarh","6.3/10","Aligarh, Uttar Pradesh","NAAC, UGC","₹15.7 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 45 reviews"
"JNTU College of Engineering, Hyderabad","6.3/10","Hyderabad, Telangana","","₹31 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 19 reviews"
"Jadavpur University, Kolkata","6.2/10","Kolkata, West Bengal","NCTE, AICTE, COA, UGC, NAAC-A","₹2.73 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 69 reviews"
"International Institute of Technology and Business - [IITB], Sonepat","6.2/10","Sonepat, Haryana","AICTE","₹62.3 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 10 reviews"
"G.B. Pant Govt. Engineering College, New Delhi","6.2/10","New Delhi, Delhi NCR","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 21 reviews"
"University School of Chemical Technology, Guru Gobind Singh Indraprastha University - [USCT], New Delhi","6.2/10","New Delhi, Delhi NCR","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 1 reviews"
"Institute of Technology, Nirma University, Ahmedabad","6.2/10","Ahmedabad, Gujarat","AICTE","₹1.63 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 51 reviews"
"Sri Venkateswara University - [SVU], Tirupati","6.1/10","Tirupati, Andhra Pradesh","UGC, NAAC-A","₹21 K / yr BE/B.Tech - avg fe...",,"4 / 5 8 reviews"
"College of Engineering, University of Kerala, Thiruvananthapuram","6.1/10","Thiruvananthapuram, Kerala","AICTE, NBA","₹5.94 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 29 reviews"
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal","6.1/10","Dhenkanal, Orissa","AICTE, NBA","₹30.4 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 9 reviews"
"Institute of Engineering and Technology- [IET], Lucknow","6.1/10","Lucknow, Uttar Pradesh","AICTE","₹31 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 23 reviews"
"Manav Rachna University - [MRU], Faridabad","6.1/10","Faridabad, Haryana","UGC, NAAC-A","₹1.82 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 44 reviews"
"Rajiv Gandhi Institute of Technology - [RIT], Kottayam","6.1/10","Kottayam, Kerala","AICTE","₹11.5 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 6 reviews"
"SSN College of Engineering - [SSNCE], Chennai","6.1/10","Chennai, Tamil Nadu","AICTE, NAAC-A+","₹45 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 15 reviews"
"Government College of Technology - [GCT], Coimbatore","6.1/10","Coimbatore, Tamil Nadu","AICTE, NBA","₹8.63 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 14 reviews"
"University College of Engineering, Punjabi University - [UCOE], Patiala","6.1/10","Patiala, Punjab","UGC","₹84.6 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 26 reviews"
"YMCA University of Science and Technology - [YMCA UST], Faridabad","6.1/10","Faridabad, Haryana","AICTE, UGC, NAAC-A","₹64.4 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 35 reviews"
"Maeer's MIT College of Engineering - [MITCOE] Kothrud, Pune","6.1/10","Pune, Maharashtra","AICTE","₹93.5 K / yr BE/B.Tech - avg fe...",,"4 / 5 28 reviews"
"BMS Institute of Technology and Management - [BMSIT & M], Bangalore","6.1/10","Bangalore, Karnataka","AICTE, NAAC, NBA","₹49.5 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 22 reviews"
"Shri Ramdeobaba College of Engineering and Management - [RCOEM], Nagpur","6.1/10","Nagpur, Maharashtra","AICTE","₹1.41 L / yr BE/B.Tech - avg fe...",,"4 / 5 36 reviews"
"The Northcap University - [NCU], Gurgaon","6.0/10","Gurgaon, Haryana","NAAC, UGC, NBA, MHRD, AIU","₹2.1 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 31 reviews"
"Sri Sairam Institute of Technology - [SSIT], Chennai","6.0/10","Chennai, Tamil Nadu","AICTE","₹41.3 K / yr BE/B.Tech - avg fe...",,""
"Karunya Institute of Technology and Sciences - [Karunya University], Coimbatore","6.0/10","Coimbatore, Tamil Nadu","UGC, NBA, NAAC-B","₹2.03 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 40 reviews"
"Amity School of Engineering - [ASE], Noida","6.0/10","Noida, Uttar Pradesh","AICTE","₹2.47 L / yr BE/B.Tech - avg fe...",,""
"Bannari Amman Institute of Technology - [BAIT], Coimbatore","6.0/10","Coimbatore, Tamil Nadu","AICTE, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 21 reviews"
"Dronacharya Group of Institutions - [DGI], Greater Noida","6.0/10","Greater Noida, Uttar Pradesh","AICTE","₹80.9 K / yr BE/B.Tech - avg fe...",,""
"Dronacharya College of Engineering - [DCE], Gurgaon","6.0/10","Gurgaon, Haryana","AICTE, NAAC","₹1.41 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 40 reviews"
"Lovely Professional University - [LPU], Jalandhar","6.0/10","Jalandhar, Punjab","NCTE, COA, PCI, IAP, BCI","₹2.09 L / yr BE/B.Tech - avg fe...",,"4 / 5 323 reviews"
"University Institute of Engineering and Technology -[UIET], Chandigarh","6.0/10","Chandigarh, Chandigarh","AICTE","₹63.7 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 48 reviews"
"Maharaja Sayajirao University of Baroda - [MSU], Baroda","5.9/10","Baroda, Gujarat","NAAC, UGC","₹17.7 K / yr BE/B.Tech - avg fe...",,"4 / 5 67 reviews"
"Institute of Mass Communication and Media Technology - [IMCMT], Kurukshetra","5.9/10","Kurukshetra, Haryana","AICTE, UGC","₹37.5 K / yr BE/B.Tech - avg fe...",,""
"Mahatma Jyotiba Phule Rohilkhand University - [MJPRU], Bareilly","5.9/10","Bareilly, Uttar Pradesh","AICTE, UGC","₹83.3 K / yr BE/B.Tech - avg fe...",,""
"Jiwaji University, Gwalior","5.9/10","Gwalior, Madhya Pradesh","UGC","₹33.6 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 12 reviews"
"Kakatiya University - [KU], Warangal","5.9/10","Warangal, Telangana","UGC, NAAC-A","₹10 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 30 reviews"
"Assam University, Silchar","5.9/10","Silchar, Assam","UGC","₹56 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 1 reviews"
"Giani Zail Singh College of Engineering and Technology - [GZSCET], Bathinda","5.9/10","Bathinda, Punjab","AICTE","₹79 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 22 reviews"
"MES College of Engineering - [MESCE] Kuttippuram, Malappuram","5.9/10","Malappuram, Kerala","AICTE, NBA","₹75 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 8 reviews"
"Dr ZH Institute of Technology and Management - [ZHITM], Tundla","5.9/10","Tundla, Uttar Pradesh","AICTE","₹90 K / yr BE/B.Tech - avg fe...",,""
"Institute of Aeronautical Engineering - [IARE], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹67 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 15 reviews"
"Noida Institute of Engineering and Technology - [NIET], Greater Noida","5.9/10","Greater Noida, Uttar Pradesh","AICTE","₹1.16 L / yr BE/B.Tech - avg fe...",,"3.6 / 5 62 reviews"
"ABES Engineering College, Ghaziabad","5.9/10","Ghaziabad, Uttar Pradesh","AICTE, UGC, NAAC-B","₹1.36 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 77 reviews"
"A.V.C College of Engineering - [AVCCE], Nagapattinam","5.9/10","Nagapattinam, Tamil Nadu","AICTE, NAAC-B","₹40 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 3 reviews"
"AISSMS College of Engineering - [AISSMSCOE], Pune","5.9/10","Pune, Maharashtra","AICTE","₹1.09 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 22 reviews"
"Anjuman College of Engineering & Technology - [ACET], Nagpur","5.9/10","Nagpur, Maharashtra","AICTE","₹77.9 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 13 reviews"
"M H Saboo Siddik College of Engineering - [MHSSCOE], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹66.3 K / yr BE/B.Tech - avg fe...",,""
"Annamacharya Institute of Technology and Science - [AITS], Kadapa","5.9/10","Kadapa, Andhra Pradesh","AICTE, NAAC, NBA","₹84.9 K / yr BE/B.Tech - avg fe...",,"3 / 5 19 reviews"
"Arya College of Engineering and IT - [ACEIT], Jaipur","5.9/10","Jaipur, Rajasthan","AICTE","₹80.9 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 46 reviews"
"Atharva College of Engineering, Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹84.4 K / yr BE/B.Tech - avg fe...",,""
"Audisankara College of Engineering and Technology Gudur - [ASCET], Nellore","5.9/10","Nellore, Andhra Pradesh","AICTE, NBA, NAAC-A","₹54 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 13 reviews"
"BK Birla Institute of Engineering and Technology [BKBIET], Pilani","5.9/10","Pilani, Rajasthan","AICTE","₹71.1 K / yr BE/B.Tech - avg fe...",,""
"B. N. M. Institute of Technology - [BNMIT], Bangalore","5.9/10","Bangalore, Karnataka","AICTE","₹1.87 L / yr BE/B.Tech - avg fe...",,"3.6 / 5 30 reviews"
"BS Anangpuria Institute of Technology and Management, Faridabad","5.9/10","Faridabad, Haryana","AICTE","₹82.5 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 18 reviews"
"Baba Banda Singh Bahadur Engineering College - [BBSBEC], Fatehgarh Sahib","5.9/10","Fatehgarh Sahib, Punjab","AICTE, NBA","₹81.7 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 7 reviews"
"Bapatla Engineering College - [BEC], Guntur","5.9/10","Guntur, Andhra Pradesh","AICTE, UGC, NBA","₹75 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 29 reviews"
"Basaveshwar Engineering College - [BEC], Bagalkot","5.9/10","Bagalkot, Karnataka","AICTE, UGC, NBA","₹59.3 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 17 reviews"
"Bhoj Reddy Engineering College for Women, Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹44 K / yr BE/B.Tech - avg fe...",,""
"Birla Vishvakarma Mahavidyalaya Engineering College - [BVM], Vallabh Vidyanagar","5.9/10","Vallabh Vidyanagar, Gujarat","AICTE","₹73 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 27 reviews"
"CMR College of Engineering & Technology - [CMRCET] Kandlakoya, Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, UGC, NBA, NAAC-A","₹75 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 39 reviews"
"C.V. Raman College of Engineering - [CVRCE], Bhubaneswar","5.9/10","Bhubaneswar, Orissa","AICTE, NAAC, NBA","₹59 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 42 reviews"
"Central Institute of Plastics Engineering and Technology - [CIPET], Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE","₹26.7 K / yr PG Diploma in Scie...",,""
"Central Institute of Plastics Engineering and Technology - [CIPET], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 5 reviews"
"CGC College of Engineering, Mohali","5.9/10","Mohali, Punjab","AICTE","₹1.02 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 7 reviews"
"Chandigarh Engineering College - [CEC], Mohali","5.9/10","Mohali, Punjab","AICTE, NBA","₹87 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 28 reviews"
"Ch. Devi Lal State Institute of Engineering & Technology, Sirsa","5.9/10","Sirsa, Haryana","AICTE","₹31.7 K / yr BE/B.Tech - avg fe...",,""
"Chouksey Engineering College - [CEC], Bilaspur","5.9/10","Bilaspur, Chhattisgarh","PCI, AICTE","₹68.2 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 3 reviews"
"College of Engineering - [CEC] Chengannur, Alappuzha","5.9/10","Alappuzha, Kerala","AICTE","₹65 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 6 reviews"
"Deogiri Institute of Engineering and Management Studies - [DIEMS], Aurangabad","5.9/10","Aurangabad, Maharashtra","AICTE","₹76.6 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 4 reviews"
"Dr. Ambedkar Institute of Technology for Handicapped - [AITH], Kanpur","5.9/10","Kanpur, Uttar Pradesh","AICTE","₹67.6 K / yr BE/B.Tech - avg fe...",,""
"Dr. Mahalingam College of Engineering & Technology - [MCET], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NAAC, NBA","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 12 reviews"
"Dr. Sivanthi Aditanar College of engineering - [SACOE], Thiruchirapalli","5.9/10","Thiruchirapalli, Tamil Nadu","AICTE, NBA","₹35 K / yr BE/B.Tech - avg fe...",,""
"Finolex Academy of Management and Technology - [FAMT], Ratnagiri","5.9/10","Ratnagiri, Maharashtra","AICTE","₹62.2 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 8 reviews"
"G. Pullaiah College of Engineering and Technology - [GPCET], Kurnool","5.9/10","Kurnool, Andhra Pradesh","AICTE, NAAC","₹38 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 2 reviews"
"G H Patel College of Engineering & Technology - [GCET], Vallabh Vidyanagar","5.9/10","Vallabh Vidyanagar, Gujarat","AICTE","₹68 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 29 reviews"
"GLA Institute of Engineering and Technology - [GLAIET], Mathura","5.9/10","Mathura, Uttar Pradesh","AICTE","₹1.53 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 10 reviews"
"Global Institute of Technology - [GIT], Jaipur","5.9/10","Jaipur, Rajasthan","AICTE, UGC, NBA, NAAC-A","₹85 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 42 reviews"
"Government College of Engineering - [GCOE], Jalgaon","5.9/10","Jalgaon, Maharashtra","AICTE","₹64.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 9 reviews"
"Government College of Engineering - [GCEK], Satara","5.9/10","Satara, Maharashtra","AICTE, NBA","₹15 K / yr BE/B.Tech - avg fe...",,"4 / 5 8 reviews"
"Government College of Engineering - [GCE], Dharmapuri","5.9/10","Dharmapuri, Tamil Nadu","AICTE","₹17.9 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 5 reviews"
"Government Engineering College, Bastar","5.9/10","Bastar, Chhattisgarh","AICTE","-- BE/B.Tech",,"2.1 / 5 2 reviews"
"Government Engineering College - [GECI], Idukki","5.9/10","Idukki, Kerala","AICTE","₹8.23 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 5 reviews"
"Government Engineering College - [ECB], Bikaner","5.9/10","Bikaner, Rajasthan","AICTE","₹42 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 22 reviews"
"Government Engineering College - [GEC] Barton Hill, Thiruvananthapuram","5.9/10","Thiruvananthapuram, Kerala","AICTE","₹12 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 9 reviews"
"Government College of Engineering and Ceramic Technology - [GCECT], Kolkata","5.9/10","Kolkata, West Bengal","AICTE, NBA","₹24 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 7 reviews"
"Gudlavalleru Engineering College - [GEC], Krishna","5.9/10","Krishna, Andhra Pradesh","AICTE, NBA, NAAC-A","₹84.2 K / yr BE/B.Tech - avg fe...",,"4 / 5 27 reviews"
"Guru Ram Dass Institute of Engineering & Technology - [GRDIET], Bathinda","5.9/10","Bathinda, Punjab","AICTE","₹39.8 K / yr BE/B.Tech - avg fe...",,""
"Heritage Institute of Technology - [HIT], Kolkata","5.9/10","Kolkata, West Bengal","AICTE, NBA, NAAC-B","₹1.05 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 42 reviews"
"Hindu College of Engineering - [HCE], Sonepat","5.9/10","Sonepat, Haryana","AICTE","₹76.3 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 21 reviews"
"Hindustan College of Science and Technology - [HCST], Mathura","5.9/10","Mathura, Uttar Pradesh","AICTE, NBA","₹99.3 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 35 reviews"
"Hindusthan College of Engineering and Technology - [HCET], Coimbatore","5.9/10","Coimbatore, Tamil Nadu","AICTE, NAAC-A","₹36.3 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 9 reviews"
"IMS Engineering College - [IMSEC], Ghaziabad","5.9/10","Ghaziabad, Uttar Pradesh","AICTE, NAAC-A","₹1.34 L / yr BE/B.Tech - avg fe...",,"3.4 / 5 52 reviews"
