"2396","Master of Science [M.Sc] Get Detailed Fees","14,230"
"2396","Master of Commerce [M.Com] (Accountancy) Get Detailed Fees","15,711"
"15739","Bachelor of Commerce [B.Com] Get Detailed Fees","6,202"
"15739","Bachelor of Computer Application [BCA] Get Detailed Fees","5,678"
"1608","Bachelor of Commerce [B.Com] Get Detailed Fees","7,943"
"1608","Bachelor of Arts [BA] Get Detailed Fees","943"
"1608","Bachelor of Business Administration [BBA] Get Detailed Fees","9,443"
"1608","Bachelor of Computer Application [BCA] Get Detailed Fees","8,443"
"1608","Master of Arts [M.A] Get Detailed Fees","868"
"1608","Master of Commerce [M.Com] Get Detailed Fees","868"
"1608","Ph.D",""
"54934","Bachelor of Technology [B.Tech] Get Detailed Fees","135,000"
"54934","Master of Business Administration [MBA] Get Detailed Fees","112,500"
"54934","Bachelor of Technology [B.Tech] {Lateral} Get Detailed Fees","131,667"
"54934","Bachelor of Technology [B.Tech] + Master of Technology [M.Tech] Get Detailed Fees","131,000"
"54934","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","31,667"
"54934","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","41,667"
"54934","Bachelor of Commerce + Bachelor of Laws [BCom L.L.B.] {Hons.} Get Detailed Fees","86,000"
"54934","Bachelor of Arts [BA] (Journalism and Mass Communication) Get Detailed Fees","93,667"
"54934","Bachelor of Education [B.Ed] Get Detailed Fees","62,500"
"54934","Bachelor of Science [B.Sc] (Information Technology) Get Detailed Fees","64,000"
"54934","Bachelor of Computer Application [BCA] Get Detailed Fees","78,667"
"54934","Bachelor of Architecture [B.Arch] Get Detailed Fees","131,000"
"54934","Bachelor of Business Administration [BBA] + Bachelor of Law [L.L.B] {Hons.} Get Detailed Fees","86,000"
"54934","Bachelor of Law [L.L.B] Get Detailed Fees","56,667"
"54934","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","83,333"
"54934","Bachelor of Technology [B.Tech] + Master of Business Administration [MBA] Get Detailed Fees","131,000"
"54934","Bachelor of Business Administration [BBA] Get Detailed Fees","86,667"
"54934","Bachelor of Arts + Bachelor of Law [BALLB] {Hons.} Get Detailed Fees","67,000"
"54934","Master of Technology [M.Tech] Get Detailed Fees","107,500"
"54934","Master of Science [M.Sc] Get Detailed Fees","47,500"
"54934","Master of Arts [M.A] Get Detailed Fees","47,500"
"54934","Master of Laws [L.L.M] Get Detailed Fees","65,000"
"54934","Master of Computer Applications [M.C.A] Get Detailed Fees","103,667"
"54934","Master of Social Work [MSW] Get Detailed Fees","50,750"
"54934","Master of Computer Applications [M.C.A] {Lateral} Get Detailed Fees","127,750"
"54934","Ph.D Get Detailed Fees","58,333"
"54934","M.Phil. (Biotechnology) Get Detailed Fees","36,667"
"54934","Diploma Get Detailed Fees","56,667"
"54934","Diploma in Engineering {Lateral} Get Detailed Fees","55,000"
"16302","Bachelor of Science [B.Sc]",""
"16302","Bachelor of Commerce [B.Com]",""
"16302","Bachelor of Arts [BA] (English Literature)",""
"16302","Bachelor of Computer Application [BCA]",""
"16302","Master of Science [M.Sc]",""
"16302","Master of Arts [MA] (English Literature)",""
"16302","Master of Social Work [MSW]",""
"16302","Master in International Business [MIB]",""
"16302","Master of Commerce [M.Com]",""
"983","Bachelor of Arts [BA] Get Detailed Fees","2,906"
"983","Bachelor of Science [B.Sc] Get Detailed Fees","7,233"
"983","Bachelor of Library and Information Science [B.Lib.I.Sc] Get Detailed Fees","25,000"
"983","Bachelor of Commerce [B.Com] Get Detailed Fees","6,433"
"983","Bachelor of Education [B.Ed] Get Detailed Fees","24,500"
"983","Master of Arts [M.A] Get Detailed Fees","2,789"
"983","Master of Science [M.Sc] Get Detailed Fees","3,229"
"983","Certificate Course in Journalism Get Detailed Fees","5,000"
"227","Bachelor of Arts [BA] Get Detailed Fees","7,500"
"227","Bachelor of Science [B.Sc] Get Detailed Fees","12,250"
"227","Bachelor of Commerce [B.Com] Get Detailed Fees","12,200"
"227","Master of Science [M.Sc] Get Detailed Fees","33,000"
"227","Master of Commerce [M.Com] Get Detailed Fees","11,000"
"2242","Bachelor of Computer Application [BCA] Get Detailed Fees","71,667"
"2242","Bachelor of Science [B.Sc] Get Detailed Fees","8,964"
"2242","Bachelor of Arts [BA] Get Detailed Fees","6,831"
"2242","Bachelor of Commerce [B.Com] Get Detailed Fees","15,618"
"2242","Bachelor of Hotel Management [BHM]",""
"2242","Bachelor of Business Administration [BBA]",""
"2242","Master of Science [M.Sc]",""
"2242","Master of Computer Applications [M.C.A] Get Detailed Fees","90,000"
"2242","Masters in Tourism Administration [MTA]",""
"2242","Master of Commerce [M.Com]",""
"3940","Bachelor of Arts [BA] Get Detailed Fees","14,833"
"3940","Bachelor of Business Administration [BBA] Get Detailed Fees","20,333"
"3940","Bachelor of Commerce [B.Com] Get Detailed Fees","14,833"
"3940","Bachelor of Science [B.Sc] Get Detailed Fees","19,233"
"3940","Bachelor of Computer Application [BCA] Get Detailed Fees","21,033"
"3940","Master of Commerce [M.Com] Get Detailed Fees","8,550"
"3940","Master of Arts [M.A] Get Detailed Fees","8,550"
"3940","Master of Science [M.Sc] (Chemistry) Get Detailed Fees","24,400"
"3940","Master of Computer Applications [M.C.A] Get Detailed Fees","130,000"
"1026","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","7,393"
"1026","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","3,473"
"1026","Bachelor of Arts [BA] Get Detailed Fees","3,173"
"1026","Bachelor of Science [B.Sc] Get Detailed Fees","3,593"
"1026","Bachelor of Education [B.Ed]",""
"1026","Bachelor of Physical Education [B.P.Ed]",""
"1026","Bachelor of Library and Information Science [B.Lib.I.Sc]",""
"1026","Bachelor of Business Administration [BBA]",""
"1026","Bachelor of Commerce [B.Com] Get Detailed Fees","3,293"
"1026","Bachelor of Commerce [B.Com] {Hons.} (Accounting and Finance) Get Detailed Fees","4,093"
"1026","Bachelor of Music",""
"16102","Bachelor of Commerce [B.Com] Get Detailed Fees","90,933"
"706","Bachelor of Science [B.Sc]",""
"706","Bachelor of Arts [BA] (Economics) Get Detailed Fees","1,000"
"706","Bachelor of Commerce [B.Com] Get Detailed Fees","1,000"
"706","Master of Science [M.Sc]",""
"706","Master of Philosophy [M.Phil]",""
"847","Bachelor of Arts [BA] Get Detailed Fees","3,000"
"847","Bachelor of Science [B.Sc] Get Detailed Fees","4,080"
"847","Bachelor of Commerce [B.Com] Get Detailed Fees","3,067"
"847","Master of Arts [M.A] Get Detailed Fees","3,200"
"847","Master of Science [M.Sc] Get Detailed Fees","3,770"
"847","Master of Commerce [M.Com] Get Detailed Fees","3,200"
"696","Bachelor of Science [B.Sc] Get Detailed Fees","3,605"
"696","Bachelor of Arts [BA] Get Detailed Fees","1,943"
"696","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","2,368"
"696","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","4,540"
"696","Bachelor of Commerce [B.Com] Get Detailed Fees","2,057"
"696","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","2,337"
"696","Bachelor of Science [B.Sc] (H.Sc) (Food & Nutrition) Get Detailed Fees","7,240"
"696","Ph.D",""
"15819","Master of Business Administration [MBA] Get Detailed Fees","24,390"
"15819","Bachelor of Business Management [BBM] Get Detailed Fees","2,979"
"15819","Master of Finance and Accounting",""
"15819","Bachelor of Commerce [B.Com] Get Detailed Fees","2,979"
"15819","Master of Commerce [M.Com] Get Detailed Fees","40,000"
"15819","Master of Tourism Administration (M.T.A.) Get Detailed Fees","40,000"
"15819","Master in International Business [MIB]",""
"15819","M.Phil. (Commerce)",""
"15819","Ph.D. (Commerce)",""
"25888","Master of Business Administration [MBA]",""
"25888","Bachelor of Medicine, Bachelor of Surgery (MBBS)",""
"25888","Bachelor of Science [B.Sc]",""
"25888","Bachelor of Commerce [B.Com]",""
"25888","Bachelor of Arts [BA] (Public Administration)",""
"25888","Bachelor of Science [B.Sc] (Medical Laboratory Technology)",""
"25888","Bachelor of Business Administration [BBA]",""
"25888","Bachelor of Business Management [BBM]",""
"25888","Bachelor of Dental Surgery [BDS]",""
"25888","Bachelor of Physiotherapy [BPT]",""
"25888","Post Basic Bachelor of Science [P.B.B.Sc] (Nursing)",""
"25888","Bachelor of Computer Application [BCA]",""
"25888","Master of Science [M.Sc]",""
"25888","Master of Dental Surgery [MDS]",""
"25888","DM",""
"25888","Master of Commerce [M.Com]",""
"25888","Doctor of Medicine [MD] (Dermatology)",""
"25888","Master of Arts [MA] (Public Administration)",""
"25888","Master of Physiotherapy [MPT]",""
"25888","Master of Computer Applications [M.C.A]",""
"25888","Doctorate of Medicine [M.D]",""
"25888","Master of Surgey [M.S.]",""
"25888","Diploma",""
"25888","Master of Philosophy [M.Phil]",""
"25888","Master of Chirurgiae [M.Ch] (Urology)",""
"25888","Ph.D",""
"25888","Craftsmanship Course in Catering Management",""
"3524","Bachelor of Science [B.Sc] Get Detailed Fees","1,532"
"3524","Bachelor of Arts [BA] Get Detailed Fees","1,512"
"3524","Bachelor of Commerce [B.Com] Get Detailed Fees","1,512"
"3524","Bachelor of Computer Application [BCA] Get Detailed Fees","912"
"3524","Master of Science [M.Sc] Get Detailed Fees","622"
"3524","Master of Arts [M.A] Get Detailed Fees","592"
"3524","Master of Commerce [M.Com] Get Detailed Fees","592"
"3524","Master of Philosophy [M.Phil] Get Detailed Fees","1,132"
"3524","Ph.D Get Detailed Fees","1,935"
"25798","Bachelor of Technology [B.Tech] Get Detailed Fees","117,500"
"25798","Master of Business Administration [MBA] Get Detailed Fees","120,000"
"25798","Bachelor of Arts [BA] Get Detailed Fees","54,333"
"25798","Bachelor of Science [B.Sc] Get Detailed Fees","86,667"
"25798","Bachelor of Commerce + Bachelor of Laws [L.L.B.] Get Detailed Fees","117,000"
"25798","Bachelor of Education [B.Ed] Get Detailed Fees","87,500"
"25798","Bachelor of Business Administration [BBA] Get Detailed Fees","118,333"
"25798","Bachelor of Pharmacy [B.Pharm] Get Detailed Fees","117,500"
"25798","Bachelor of Commerce [B.Com] Get Detailed Fees","86,667"
"25798","Bachelor of Computer Application [BCA] Get Detailed Fees","118,333"
"25798","Bachelor of Theatre Arts [BTA] Get Detailed Fees","54,333"
"25798","Bachelor of Arts + Bachelor of Laws [B.A.L.L.B.] Get Detailed Fees","117,000"
"25798","Bachelor of Design [B.Des] Get Detailed Fees","117,500"
"25798","Bachelor of Business Administration + Bachelor of Laws [BBALLB] Get Detailed Fees","117,000"
"25798","Master of Science [M.Sc] Get Detailed Fees","87,500"
"25798","Master of Arts [M.A] Get Detailed Fees","54,500"
"25798","Master of Technology [M.Tech] Get Detailed Fees","120,000"
"25798","Master of Pharmacy [M.Pharm] Get Detailed Fees","120,000"
"25798","Master of Social Work [MSW] Get Detailed Fees","110,000"
"25798","Master of Education [M.Ed] Get Detailed Fees","87,500"
"25798","Master of Computer Applications [M.C.A] Get Detailed Fees","118,333"
"25798","Master of Design [M.Des] Get Detailed Fees","120,000"
"25798","Ph.D Get Detailed Fees","106,500"
"25798","Master of Philosophy [M.Phil] Get Detailed Fees","72,667"
"25798","Diploma",""
"25798","Advance Diploma",""
"25798","Certification",""
"4538","Bachelor of Science [B.Sc] Get Detailed Fees","28,925"
"4538","Bachelor of Commerce [B.Com] Get Detailed Fees","19,025"
"4538","Bachelor of Arts [BA]",""
"4538","Bachelor of Management Studies [BMS] Get Detailed Fees","17,725"
"4538","Bachelor of Mass Media [B.M.M.] Get Detailed Fees","22,725"
"4538","Master of Science [M.Sc]",""
"4538","Ph.D",""
"532","Bachelor of Arts [BA] Get Detailed Fees","5,165"
"532","Bachelor of Business Administration [BBA] Get Detailed Fees","5,165"
"532","Bachelor of Commerce [B.Com] Get Detailed Fees","5,165"
"532","Bachelor of Science [B.Sc] Get Detailed Fees","4,352"
"3834","Bachelor of Science [B.Sc] Get Detailed Fees","4,820"
"3834","Bachelor of Arts [BA] Get Detailed Fees","3,200"
"3834","Bachelor of Commerce [B.Com] Get Detailed Fees","30,000"
"3834","Bachelor of Business Administration [BBA] Get Detailed Fees","30,000"
"3834","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","30,000"
"3834","Bachelor of Computer Application [BCA] Get Detailed Fees","30,000"
"3834","Master of Science [M.Sc] Get Detailed Fees","42,000"
"3834","Master of Arts [M.A] Get Detailed Fees","30,000"
"3834","Master of Commerce [M.Com] Get Detailed Fees","36,000"
"3834","Ph.D",""
"3834","Master of Philosophy [M.Phil]",""
"16286","Bachelor of Commerce [B.Com] Get Detailed Fees","17,327"
"16286","Bachelor of Science [B.Sc] Get Detailed Fees","23,593"
"16286","Bachelor of Management Studies [BMS] Get Detailed Fees","17,327"
"16286","Bachelor of Mass Media [B.M.M.] Get Detailed Fees","18,360"
"16286","Master of Commerce [M.Com] Get Detailed Fees","10,348"
"16286","Master of Arts [M.A] Get Detailed Fees","5,525"
"16286","Diploma in Tax Procedure & Tax Planning Get Detailed Fees","3,000"
"16286","Certification Get Detailed Fees","2,500"
"20069","Bachelor of Arts [BA] Get Detailed Fees","17,333"
"20069","Bachelor of Education [B.Ed] Get Detailed Fees","51,250"
"20069","Bachelor of Physical Education [B.P.Ed] Get Detailed Fees","51,250"
"20069","Bachelor of Commerce [B.Com] Get Detailed Fees","23,667"
"20069","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","23,667"
"20069","Bachelor of Computer Application [BCA] Get Detailed Fees","28,333"
"20069","Master of Commerce [M.Com] Get Detailed Fees","28,500"
"3523","Bachelor of Science [B.Sc] Get Detailed Fees","244"
"3523","Bachelor of Arts [BA] Get Detailed Fees","238"
"3523","Bachelor of Commerce [B.Com] Get Detailed Fees","238"
"3523","Master of Science [M.Sc] Get Detailed Fees","316"
"3523","Master of Arts [M.A] Get Detailed Fees","239"
"3523","Master of Commerce [M.Com]",""
"3523","Master of Computer Applications [M.C.A] Get Detailed Fees","498"
"3523","Master of Computer Applications [M.C.A] {Lateral}",""
"3523","Master of Philosophy [M.Phil] Get Detailed Fees","667"
"3523","Ph.D Get Detailed Fees","667"
"54865","Bachelor of Technology [B.Tech] Get Detailed Fees","90,000"
"54865","Master of Business Administration [MBA] Get Detailed Fees","90,000"
"54865","Bachelor of Science [B.Sc] Get Detailed Fees","50,000"
"54865","Bachelor of Arts [BA] Get Detailed Fees","40,000"
"54865","Bachelor of Technology [B.Tech] + Master of Technology [M.Tech] Get Detailed Fees","100,000"
"54865","Bachelor of Design [B.Des] Get Detailed Fees","55,000"
"54865","Bachelor of Technology [B.Tech] + Master of Business Administration [MBA] Get Detailed Fees","100,000"
"54865","Bachelor of Design [B.Des] + Master of Administration [MBA] Get Detailed Fees","80,000"
"54865","Bachelor of Science [B.Sc] + Bachelor of Education [B.Ed] Get Detailed Fees","55,000"
"54865","Bachelor of Science [B.Sc] {Hons.} (Agriculture) + Master of Business Administration [MBA] (Agribusiness) Get Detailed Fees","60,000"
"54865","Bachelor of Arts + Bachelor of Laws [B.A.L.L.B.] Get Detailed Fees","60,000"
"54865","Bachelor of Naturopathy & Yoga Science Get Detailed Fees","53,333"
"54865","Diploma in Computer Science Engineering + Bachelor of Technology[B.Tech] Get Detailed Fees","80,000"
"54865","Bachelor of Arts [B.A] + Bachelor of Education [B.Ed] Get Detailed Fees","45,000"
"54865","Bachelor of Computer Application [BCA] Get Detailed Fees","50,000"
"54865","Bachelor of Commerce + Bachelor of Laws [L.L.B.] Get Detailed Fees","60,000"
"54865","Bachelor of Business Administration + Bachelor of Laws [BBALLB] Get Detailed Fees","60,000"
"54865","Diploma in Fashion Design + Bachelor of Design [B.Des] Get Detailed Fees","70,000"
"54865","Bachelor of Science [B.Sc] {Hons.} (Agriculture) Get Detailed Fees","37,500"
"54865","Bachelor of Law [L.L.B] Get Detailed Fees","50,000"
"54865","Bachelor of Homeopathic Medicine & Surgery [BHMS] Get Detailed Fees","155,556"
"54865","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","50,000"
"54865","Bachelor of Education [B.Ed] Get Detailed Fees","35,000"
"54865","Bachelor of Business Administration [BBA] Get Detailed Fees","70,000"
"54865","Bachelor of Ayurvedic Medical Sciences [BAMS] Get Detailed Fees","333,333"
"54865","Bachelor of Library and Information Science [B.Lib.I.Sc] Get Detailed Fees","35,000"
"54865","Bachelor of Optometry [B.Optom] Get Detailed Fees","50,000"
"54865","Bachelor of Physiotherapy [BPT] Get Detailed Fees","53,333"
"54865","Bachelor of Pharmacy [B.Pharm] Get Detailed Fees","60,000"
"54865","Bachelor of Science [B.Sc] (Medical Laboratory Technology) Get Detailed Fees","50,000"
"54865","Bachelor of Commerce [B.Com] Get Detailed Fees","30,000"
"54865","Master of Arts [M.A] Get Detailed Fees","35,000"
"54865","Master of Science [M.Sc] Get Detailed Fees","45,000"
"54865","Master of Technology [M.Tech] Get Detailed Fees","50,000"
"54865","Master of Pharmacy [M.Pharm] Get Detailed Fees","60,000"
"54865","Master of Laws [L.L.M] Get Detailed Fees","60,000"
"54865","Bachelor of Journalism [BJ] Get Detailed Fees","35,000"
"54865","Master of Computer Applications [M.C.A] {Lateral} Get Detailed Fees","60,000"
"54865","Master of Education [M.Ed] Get Detailed Fees","40,000"
"54865","Post Graduate Diploma in Computer Applications [PGDCA] Get Detailed Fees","40,000"
"54865","Master of Computer Applications [M.C.A] Get Detailed Fees","50,000"
"54865","Master of Library and Information Science [M.Lib] Get Detailed Fees","40,000"
"54865","Ph.D Get Detailed Fees","156,667"
"54865","Diploma Get Detailed Fees","65,000"
"54865","Diploma in Medical Lab Technology + Bachelor of Science [B.Sc] (Medical Lab Technology) Get Detailed Fees","60,000"
"31","Bachelor of Arts [BA]",""
"31","Bachelor of Commerce [B.Com]",""
"31","Master of Arts [M.A]",""
"1877","Bachelor of Science [B.Sc]",""
"1877","Bachelor of Business Management [BBM]",""
"1877","Bachelor of Commerce [B.Com]",""
"1877","Master of Arts [M.A]",""
"1877","Master of Commerce [M.Com]",""
"1877","Master of Science [M.Sc]",""
"1877","Bachelor of Arts [BA]",""
"2724","Bachelor of Arts [BA] Get Detailed Fees","2,480"
"2724","Bachelor of Science [B.Sc] Get Detailed Fees","3,305"
"2724","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","3,480"
"2724","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","2,655"
"2724","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","2,725"
"2724","Bachelor of Commerce [B.Com] Get Detailed Fees","2,725"
"314","Master of Business Administration [MBA]",""
"314","Bachelor of Science [B.Sc] Get Detailed Fees","5,952"
"314","Bachelor of Commerce [B.Com]",""
"314","Bachelor of Arts [BA] (English Literature)",""
"314","Bachelor of Science [B.Sc] {Hons.} (Computer Science)",""
"314","Master of Science [M.Sc]",""
"314","Master of Computer Applications [M.C.A] {Lateral}",""
"314","Master of Computer Applications [M.C.A]",""
"314","M.Phil. (Biochemistry)",""
"2652","Bachelor of Arts [BA] Get Detailed Fees","77,794"
"2652","Bachelor of Commerce [B.Com] Get Detailed Fees","79,422"
"2652","Master of Arts [M.A] Get Detailed Fees","77,794"
"2652","Master of Commerce [M.Com] Get Detailed Fees","79,422"
"9184","Master of Business Administration [MBA]",""
"9184","Bachelor of Science [B.Sc]",""
"9184","Bachelor of Arts [BA]",""
"9184","Bachelor of Business Management [BBM]",""
"9184","Bachelor of Commerce [B.Com]",""
"9184","Bachelor of Computer Application [BCA]",""
"9184","Master of Arts [MA] (Economics)",""
"9184","Master of Commerce [M.Com]",""
"25807","Master of Business Administration [MBA] Get Detailed Fees","50,780"
"25807","Bachelor of Science [B.Sc] Get Detailed Fees","37,472"
"25807","Bachelor of Arts [BA] Get Detailed Fees","23,577"
"25807","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","23,577"
"25807","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","37,472"
"25807","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","37,472"
"25807","Bachelor of Commerce [B.Com] Get Detailed Fees","37,472"
"25807","Bachelor of Journalism and Mass Communication [B.J.M.C.]",""
"25807","Bachelor of Computer Application [BCA] Get Detailed Fees","45,835"
"25807","Bachelor of Science [B.Sc] (Jewellery Design)",""
"25807","Bachelor of Science [B.Sc] + Bachelor of Education [B.Ed] Get Detailed Fees","39,950"
"25807","Bachelor of Business Administration [BBA] Get Detailed Fees","42,745"
"25807","Bachelor of Visual Arts [B.V.A]",""
"25807","Bachelor of Arts [B.A] + Bachelor of Education [B.Ed] Get Detailed Fees","39,950"
"25807","Master of Arts [M.A] Get Detailed Fees","37,183"
"25807","Master of Commerce [M.Com] Get Detailed Fees","37,183"
"25807","Master of Visual Arts [MVA] Get Detailed Fees","32,880"
"25807","Master of Design [M.Des] (Communication Design)",""
"25807","Master of Journalism and Mass Communication [MJMC]",""
"25807","Master of Computer Applications [M.C.A] Get Detailed Fees","58,947"
"25807","Master of Fine Arts [MFA] (History of Arts)",""
"25807","Master of Social Work [MSW] Get Detailed Fees","37,183"
"25807","Ph.D",""
"25807","Master of Philosophy [M.Phil]",""
"25807","Master of Science [M.Sc] Get Detailed Fees","48,305"
"25807","Diploma Get Detailed Fees","9,500"
"25807","Post Graduate Diploma Get Detailed Fees","28,000"
"25807","Advanced Diploma Get Detailed Fees","10,000"
"25807","Advance Diploma Get Detailed Fees","11,000"
"25807","Certification Get Detailed Fees","9,000"
"25807","Cisco Certified Network Administrator [CCNA] Get Detailed Fees","11,000"
"2","Master of Business Administration [MBA] Get Detailed Fees","173,500 *"
"2","Bachelor of Science [B.Sc] Get Detailed Fees","14,833"
"2","Bachelor of Commerce [B.Com] Get Detailed Fees","38,500"
"2","Bachelor of Business Administration [BBA] Get Detailed Fees","13,833"
"2","Bachelor of Computer Application [BCA] Get Detailed Fees","17,333"
"2","Master of Science [M.Sc] Get Detailed Fees","10,900 *"
"495","Bachelor of Science [B.Sc] {Hons.} Get Detailed Fees","4,600"
"495","Bachelor of Arts [B.A] {Hons.} Get Detailed Fees","4,410"
"495","Bachelor of Science [B.Sc] Get Detailed Fees","3,950"
"495","Bachelor of Arts [BA] Get Detailed Fees","3,680"
"495","Bachelor of Commerce [B.Com] Get Detailed Fees","3,750"
"495","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","3,850"
"495","Master of Science [M.Sc] (Zoology) Get Detailed Fees","34,317 *"
"7411","Bachelor of Education [B.Ed]",""
"7411","Bachelor of Business Administration [BBA]",""
"7411","Bachelor of Commerce [B.Com] {Hons.}",""
"7411","Bachelor of Journalism and Mass Communication [B.J.M.C.]",""
"25716","Bachelor of Technology [B.Tech] Get Detailed Fees","285,000"
"25716","Master of Business Administration [MBA] Get Detailed Fees","657,500"
"25716","Bachelor of Science [B.Sc]",""
"25716","Bachelor of Commerce [B.Com] {Hons.}",""
"25716","Bachelor of Business Administration [BBA]",""
"25716","Bachelor of Pharmacy [B.Pharm]",""
"25716","Bachelor of Business Administration [BBA] + Master of Business Administration [MBA] (Family Business Management)",""
"25716","Bachelor of Performing Arts [BPA] (Music) Get Detailed Fees","455,000"
"25716","Bachelor of Business Administration [BBA] + Master of Management Studies [MMS]",""
"25716","Bachelor of Architecture [B.Arch]",""
"25716","Bachelor of Pharmacy [B.Pharm] + MBA (Pharma Tech)",""
"25716","Bachelor of Arts [BA] {Hons.} (Liberal Arts)",""
"25716","Bachelor of Science [B.Sc.] + Master of Science [M.Sc.] (Biomedical Science)",""
"25716","Bachelor of Design [B.Des]",""
"25716","Bachelor of Business Administration [BBA] + Bachelor of Law [L.L.B] {Hons.} Get Detailed Fees","145,200"
"25716","Bachelor of Arts + Bachelor of Law [BALLB] {Hons.} Get Detailed Fees","95,200"
"25716","Master of Science [M.Sc]",""
"25716","Master of Pharmacy [M.Pharm] + Master of Business Administration [MBA]",""
"25716","Master of Pharmacy [M.Pharm]",""
"25716","Master of Laws [L.L.M] Get Detailed Fees","125,000"
"25716","Master of Architecture [M.Arch]",""
"25716","Master of Physiotherapy [MPT]",""
"25716","Master of Business Administration [MBA] (Executive) Get Detailed Fees","470,000"
"25716","Executive Master of Business Administration [EMBA] (Pharmaceutical Management) Get Detailed Fees","450,000"
"25716","Master of Technology [M.Tech] Get Detailed Fees","109,000"
"25716","Ph.D",""
"25716","Ph.D. (Business Management)",""
"25716","Master of Science [M.Sc] + Ph.D",""
"25716","Post Graduate Diploma Get Detailed Fees","150,000"
"25716","Diploma Get Detailed Fees","375,000"
"25716","Diploma in Social Entrepreneurship Get Detailed Fees","26,000"
"25716","Post Graduate Diploma in Management [PGDM] (Real Estate Construction and Management) Get Detailed Fees","500,000"
"25716","Diploma in Mechanical Engineering + Bachelor of Technology [B.Tech]",""
"25716","Diploma in Electronics and Telecommunications Engineering + Bachelor of Technology [B.Tech]",""
"25716","Diploma in Computer Engineering + Bachelor of Technology [B.Tech]",""
"25716","Diploma in Civil Engineering + Bachelor of Technology [B.Tech]",""
"25716","Certification Get Detailed Fees","30,000"
"25716","Postgraduate Certificate Programme in Business Management [PGCBM] Get Detailed Fees","500,000"
"25716","Post Graduate Certificate in Business Analytics Get Detailed Fees","500,000"
"25450","Bachelor of Technology [B.Tech] Get Detailed Fees","115,700 *"
"25450","Master of Business Administration [MBA] Get Detailed Fees","64,000 *"
"25450","Bachelor of Medicine, Bachelor of Surgery (MBBS) Get Detailed Fees","152,000 *"
"25450","Bachelor of Vocational Studies [B.Voc] Get Detailed Fees","26,000 *"
"25450","Bachelor of Education [B.Ed] Get Detailed Fees","41,500 *"
"25450","Bachelor of Technology [B.Tech] {Lateral} Get Detailed Fees","115,700 *"
"25450","Bachelor of Technology [B.Tech] + Master of Technology [M.Tech] Get Detailed Fees","112,800 *"
"25450","Bachelor of Business Administration [BBA] Get Detailed Fees","51,300 *"
"25450","Bachelor of Technology [B.Tech] + Master of Business Administration [MBA] Get Detailed Fees","112,800 *"
"25450","Bachelor of Arts [BA] {Hons.} (Economics) Get Detailed Fees","47,800 *"
"25450","Bachelor of Pharmacy [B.Pharm] Get Detailed Fees","45,000 *"
"25450","Bachelor of Computer Application [BCA] Get Detailed Fees","50,000 *"
"25450","Bachelor of Fashion and Apparel Design [B.FAD] Get Detailed Fees","45,000 *"
"25450","Bachelor of Journalism and Mass Communication [B.J.M.C.] Get Detailed Fees","90,390 *"
"25450","Bachelor of Architecture [B.Arch] Get Detailed Fees","66,000 *"
"25450","Bachelor of Law [L.L.B] {Hons.} Get Detailed Fees","80,790 *"
"25450","Bachelor of Business Administration [BBA] + Bachelor of Law [L.L.B] {Hons.} Get Detailed Fees","65,300 *"
"25450","Bachelor of Arts + Bachelor of Law [BALLB] {Hons.} Get Detailed Fees","54,900 *"
"25450","Bachelor of Prosthetics and Orthotics [BPO]",""
"25450","Bachelor of Commerce [B.Com] {Hons.} Get Detailed Fees","69,800 *"
"25450","Bachelor of Homeopathic Medicine & Surgery [BHMS] Get Detailed Fees","72,090 *"
"25450","Bachelor of Hotel Management and Catering Technology [BHMCT] Get Detailed Fees","113,667 *"
"25450","Bachelor of Ayurvedic Medical Sciences [BAMS] Get Detailed Fees","96,000 *"
"25450","Bachelor in Audiology and Speech - Language Pathology [BASLP] Get Detailed Fees","49,805 *"
"25450","Bachelor of Dental Surgery [BDS] Get Detailed Fees","124,000 *"
"25450","Bachelor of Physiotherapy [BPT] Get Detailed Fees","90,600 *"
"25450","Bachelor of Science [B.Sc] {Hons.} (Nursing) Get Detailed Fees","55,000 *"
"25450","Bachelor of Science [B.Sc] (Medical Laboratory Technology) Get Detailed Fees","40,000 *"
"25450","Bachelor in Rehabilitation Therapy Get Detailed Fees","90,600 *"
"25450","Bachelor of Occupational Therapy Get Detailed Fees","90,600 *"
